 input_1 input_2 class output_1 output_2
0 0.4248108106384707 0.5018714732069501 black 1.763218697882974 -2.0100983031257798
1 0.12189262878642904 0.5872015840844348 purple -0.48743309706200144 2.509105629148859
2 0.23087528381510314 0.26211443397063117 purple 0.59203673535275 -2.8349283248763877
3 0.46118189744343774 0.179034880567019 purple -1.2458176423127418 -0.6588335330854633
4 0.29553700445928144 0.17009401352323572 purple 2.1579142988583437 -0.4293068645271383
5 0.715566481602993 0.9437859911454236 purple 2.1606487165086437 1.9874321500995435
6 0.302843224531709 0.8018523789237344 purple 1.2173083804122742 6.61936458932009
7 0.4418700610632036 0.28295785821359776 purple 0.16962910086971084 4.231730463181283
8 0.7954769514058488 0.8925256447746559 purple 5.745838086718289 -2.1291071550495646
9 0.013596592659217754 0.7235495973219463 green -2.8678687302685995 0.23149237569970138
10 0.8928461377456017 0.10032395894349855 green -0.49301718012018336 4.099278670835751
11 0.13962354934793053 0.4478982463496325 purple -2.3647838999155217 1.1275542688160658
12 0.3658117088244317 0.8682070823264859 purple -1.0634165490845833 2.6069052001645194
13 0.43721560683416805 0.9325884200871067 purple -0.7648898689271181 0.37273302151935406
14 0.8721608875279491 0.22797982549135176 purple 2.6022872518398144 1.012107412480883
15 0.8357889467395029 0.7245957898815517 purple 1.1105490454048603 -2.5859412121939576
16 0.6589505201604139 0.37332088088058 purple 1.1434384507323494 -3.719210832049001
17 0.6487148962287285 0.34049394676566547 purple 2.0655452589140135 5.6342395486489565
18 0.14124563285041314 0.5809271001647257 purple -1.2485438598372243 3.6141986315944825
19 0.746415350250817 0.022748859862894433 green 0.2692792577990547 6.943517921747416
20 0.32604917975545256 0.5424695503380593 black 3.6310218875294153 5.245653645491851
21 0.6618950615872444 0.2286471202593553 purple 1.1770562581972541 4.138260910547967
22 0.3885978097671232 0.9255980354593459 purple -4.118619240548321 5.050265339194178
23 0.8868662406905872 0.17078607910859567 green 0.17927619889651059 0.9001450247510394
24 0.36343012408174147 0.01304263582896148 green 1.8082143108643063 -0.3442391069460171
25 0.5716940473280755 0.9734167208620917 purple 3.76662155549826 5.206412139834191
26 0.9869325844088014 0.15484903904684633 green -0.20248424494305495 -1.1256222580480537
27 0.5241967104373186 0.6926775180724027 black 4.409137163032314 6.32248704230182
28 0.07362088899502961 0.47338194711884074 purple 2.2316211438486735 0.8480793739987577
29 0.777131589346156 0.29988739278465415 purple 3.7959381709240376 4.2373803439245155
30 0.9391512253279078 0.1179041633592881 green 1.1559559838842186 -1.0348695866601911
31 0.4740666028746605 0.2568676042161727 purple -2.7316215710506557 4.009451419722601
32 0.8591748292555302 0.6386472755193965 purple -0.5243104917417661 -10.048212092128061
33 0.3504111825220573 0.05428519058909609 purple 2.1954355581874694 0.23735662611062847
34 0.0674408956461181 0.23164920453369653 green -0.750082010087542 -2.9926085415900134
35 0.09648767537868219 0.8675241751189054 green -1.779309393772714 6.431129565348117
36 0.32052595085023805 0.009721924503612311 green 1.2700837055923357 0.5866708571354333
37 0.4091811654245143 0.025590788097123784 purple -0.07217514811393033 2.1142585367535194
38 0.4314147371395185 0.6214354548339323 black 0.5218107340896329 -2.6656823251175257
39 0.06473220449404271 0.8543528363530789 green -0.8009194335425859 0.9654000161640022
40 0.9952386380610936 0.3669946515645568 green -0.4488129885696792 4.184851838376223
41 0.361676585667428 0.7613131160914146 purple -3.249948414312566 1.4382878417570997
42 0.24696926870131186 0.8936722530784862 purple 0.5068539716056284 1.7928718667840795
43 0.9961041115178941 0.4131988414729614 green -1.3414507085793905 1.3316968021797475
44 0.06744886781764281 0.839562511218125 green 1.8096832637706803 5.684790887549979
45 0.5642841406875104 0.5349032841448295 black 2.679392571604714 5.117343901843157
46 0.5524980144201317 0.08791478537418762 purple -1.0212164671726243 -4.125714994551749
47 0.35539479796567397 0.7810684582401651 purple 0.21333952882218257 3.85489310273731
48 0.974286912021209 0.28302221370918346 green -0.27818505848683706 -3.8117803060838322
49 0.6269420736557 0.8782613950241778 purple 0.2136717359951391 3.334940225362166
50 0.5761746062033303 0.4323727896182784 black -3.0192964444025807 8.10936700556949
51 0.9882468493123479 0.12492287210911324 green -0.8339088592987184 4.509795495044993
52 0.07750823299194265 0.9683510256182726 green -2.308122123977798 4.409710755512268
53 0.8944221974995069 0.5232242993529116 purple 0.9170697635550858 1.75846330290123
54 0.8749894812272866 0.45985525566796326 purple 2.4428401211131456 3.742599668767265
55 0.9119958296279606 0.5312794809339001 purple 0.906050363016211 -2.011755536296952
56 0.6129596777106802 0.5286075649232265 black 1.3605753577156143 0.10950045457262747
57 0.5579658574030212 0.7819643476600957 purple -0.8429468694626715 0.6023563989487328
58 0.5935586992644862 0.6834466364292382 purple -0.46295991162402095 -2.4197804022733087
59 0.12877343696227495 0.6453858358811607 purple -2.2313200200918324 -0.1682554690766902
60 0.6939411775566822 0.8534876812685921 purple -1.6161578522448983 6.021275180560462
61 0.35668996108456363 0.9486019937200014 purple -0.9312433098874896 0.579791277460477
62 0.22168385991089778 0.8935935411320443 purple 2.267082887278474 1.808646919646847
63 0.3005871147427347 0.7806999221853216 purple -1.7894574878938996 2.9433834259790146
64 0.8890414248336345 0.6788449843174996 purple -1.113270089538122 1.702350461011835
65 0.9126658947459009 0.7953479246964111 green 2.6398318170140116 -0.40675718650405646
66 0.2185750610197842 0.0018922983348038658 green 0.3175118808288342 -2.3490737417857233
67 0.3159304178687097 0.7458894167530413 purple 1.7141512589487327 4.927028099021934
68 0.46539076661376344 0.7266309854672959 purple 0.13902350652069223 2.881698579626301
69 0.1375893959762875 0.34724285970164015 purple -0.6292227099137971 3.7103020514859946
70 0.9121485856927413 0.25580274908055467 purple 2.7584825116431557 4.484954106467434
71 0.9556349519335212 0.37759748606590793 purple 3.1535711053251134 1.3797399533402217
72 0.6550539739399166 0.006169946848039842 green 0.9007298563284695 -0.6594105089660529
73 0.07764417831286441 0.5964433543913084 purple -3.0015661691812285 0.033850071336565035
74 0.19966236200475607 0.11531254483787412 purple 0.7520339548365947 3.2679982281467
75 0.305598695605945 0.17206734142365365 purple 3.223494160447664 3.7640877500313534
76 0.2733222047372652 0.09371727736660196 purple 0.9333842803439981 -1.2087305488691888
